3394,3414.5,3194,3203,670400,3203
3238,3425,3140,3363,687000,3363
3404,3418,2986,3181,1381200,3181
3542,3603,3382,3390,679700,3390
3494,3572.24,3475,3535,658500,3535
3510,3584,3357.51,3465,597700,3465
3487,3722.31,3440,3510,669800,3510
3654,3677,3414,3499,428600,3499
3646,3731,3602.31,3688,213800,3688
3553,3702,3536.7,3613,454500,3613
3513,3788,3499,3554,702000,3554
3650,3676,3490.36,3498,564500,3404.894
3133,3690,3104.4,3602,787200,3506.125
3063,3200,2994,3135,386400,3051.556
3006,3153,2985.06,3080,361800,2998.02
3114,3172.28,3026,3040,526400,2959.084
3293,3353,3026,3109,576100,3026.248
3280,3337,3248,3318,305600,3229.685
3191,3308,3183,3299,363200,3211.19
3251,3273,3144,3193,453500,3108.012
3369,3440,3234.51,3256,429000,3169.335
3443,3506,3290,3328,580200,3239.419
3394,3479.2,3294.72,3460,470900,3367.905
3483,3531,3371,3395,1019000,3304.635
3431,3524,3356,3470,408500,3377.639
3372,3461,3224,3399,458200,3308.529
3237,3372,3068,3372,681000,3282.248
3460,3495,3316,3316,635100,3227.738
3502,3570,3396,3442,579800,3350.384
3358,3509,3307,3484,428500,3303.46
3253,3400,3207,3369,443600,3194.42
3255,3329,3204.41,3269,411000,3099.602
3328,3361.37,3234,3252,430100,3083.483
3363,3440,3066,3279,738600,3109.083
3283,3447,3271,3391,524000,3215.28
3435,3472,3294,3362,601900,3187.782
3144,3516,3102,3405,840200,3228.554
3087,3178,3032,3172,403100,3007.628
3115,3198,3031.46,3074,534800,2914.707
3034,3149,3002,3094,477000,2933.67
2886,3059,2883,3034,410400,2876.779
2714,2915,2708,2892,710000,2742.138
2532,2850,2431,2737,849700,2595.17
2656,2672,2467.22,2532,717800,2400.793
2676,2705,2597.54,2639,398000,2502.248
2735,2739.24,2638,2661,555000,2523.108
2644,2759.37,2607,2746,402400,2603.703
2672,2701,2596.25,2644,352500,2506.989
2667,2755,2629,2673,403600,2534.486
2649,2693,2573,2660,479100,2522.16
2642,2658,2545,2634,345700,2497.507
2607,2720,2607,2648,466000,2510.782
2597,2627.08,2563,2617,323200,2481.388
2519,2587,2503,2568,347800,2434.927
2508,2611,2461,2516,513000,2385.622
2421,2535,2401,2531,487500,2399.844
2413,2472,2356,2423,409800,2297.441
2306,2387,2264,2356,497800,2233.913
2342,2373,2285,2309,567300,2189.348
2463,2519,2315.02,2345,523400,2223.483
2520,2587.66,2437,2465,230800,2337.265
2490,2539,2448.98,2501,150200,2371.399
2476,2563,2389,2487,782800,2358.125
2595,2607,2439,2480,496400,2266.868
2557,2667,2458,2596,760400,2372.898
2445,2595.36,2410.71,2567,498900,2346.391
2346,2477,2333.78,2432,305600,2222.993
2232,2366,2227.55,2360,392500,2157.18
2268,2294.43,2196,2228,338800,2036.525
2246,2317,2221,2280,400500,2084.056
2185,2325,2174,2257,570900,2063.032
2051,2216,2033,2183,917500,1995.392
2260,2267.26,2042.32,2063,540300,1885.705
2257,2285.12,2191.6,2243,366800,2050.236
2370,2379,2196,2258,385500,2063.946
2349,2401,2331.55,2377,457700,2172.719
2368,2400,2300.2,2365,328100,2161.751
2389,2466,2366,2376,370000,2171.805
2477,2536,2377,2398,267200,2191.915
2549,2587,2386,2477,399200,2264.125
2424,2552,2408,2531,257300,2232.875
2459,2459,2317,2397,286200,2114.659
2509,2518,2395,2445,273400,2157.005
2475,2537,2389,2505,349300,2209.938
2385,2478,2363,2457,344600,2167.592
2494,2502,2317,2381,503500,2100.544
2442,2522,2387,2490,424700,2196.705
2317,2454.18,2254,2424,422200,2138.479
2288,2399,2140,2320,756200,2046.729
2384,2442,2229,2282,361600,2013.205
2271,2376,2246,2376,409400,2096.133
2259,2309,2222,2255,232000,1989.385
2212,2279,2166,2259,361700,1992.914
2400,2409,2173,2211,355600,1950.568
2412,2472,2349.31,2382,305000,2101.426
2302,2448,2240,2412,422700,2127.892
2418,2490,2293,2307,335500,2035.26
2381,2434,2309.85,2418,252200,2133.186
2560,2566,2372.82,2387,369700,2105.837
2622,2663,2550,2581,268100,2276.986
2535,2655,2535,2609,294900,2301.688
2701,2756,2535.75,2536,693300,2237.286
2686,2704,2515.85,2642,358100,2330.801
