5950.200195,6065.799805,5950.200195,5962.299805,761328600,5962.299805
5707.600098,6036.5,5707.600098,5950.200195,765980400,5950.200195
5848.100098,5882.399902,5499.5,5707.600098,819457000,5707.600098
6083.799805,6115.100098,5791,5848.100098,953526600,5848.100098
5900,6083.799805,5771.399902,6083.799805,882337800,6083.799805
5804.100098,5926.899902,5639.899902,5900,906386700,5900
5912.399902,6011.100098,5769.200195,5804.100098,916993900,5804.100098
6242.299805,6242.299805,5888,5912.399902,774908100,5912.399902
6254.600098,6314.600098,6233,6242.299805,312562100,6242.299805
6052.399902,6259.899902,6031.799805,6254.600098,414201600,6254.600098
5952.799805,6160.799805,5871.899902,6052.399902,860601500,6052.399902
6238.299805,6287.200195,5949.799805,5952.799805,745752200,5952.799805
6375.200195,6447.299805,6219.5,6238.299805,728289500,6238.299805
6334.600098,6395.299805,6221.299805,6375.200195,516880600,6375.200195
6118.299805,6366.899902,6079.799805,6334.600098,544831600,6334.600098
6353.799805,6380.399902,6088.799805,6118.299805,702186400,6118.299805
6361.100098,6459.5,6317.299805,6353.799805,517401800,6353.799805
6444.100098,6453,6337.700195,6361.100098,396801400,6361.100098
6378,6487.899902,6316.299805,6444.100098,377938500,6444.100098
6416.200195,6416.200195,6268.299805,6378,365830400,6378
6130,6453.200195,6130,6416.200195,662811800,6416.200195
6109,6176.200195,5877.100098,6130,939308100,6130
6104.100098,6168.700195,5933.200195,6109,813982100,6109
6117.799805,6244.899902,6019.899902,6104.100098,893838700,6104.100098
6042.899902,6284.200195,6042.899902,6117.799805,522628500,6117.799805
6247.899902,6247.899902,6021.399902,6042.899902,812300500,6042.899902
6187.700195,6247.899902,5768.200195,6247.899902,1176404300,6247.899902
6550.700195,6585.899902,6187.700195,6187.700195,648976300,6187.700195
6718.5,6751.5,6536.399902,6550.700195,765023500,6550.700195
6696.299805,6764.799805,6644.700195,6718.5,842757100,6718.5
6579.799805,6705.399902,6495.700195,6696.299805,788822000,6696.299805
6775.100098,6813.399902,6574,6579.799805,589278800,6579.799805
6673.399902,6805.100098,6673.399902,6775.100098,591944700,6775.100098
6585.799805,6687.600098,6430.399902,6673.399902,751179200,6673.399902
6753.700195,6753.700195,6521,6585.799805,694800600,6585.799805
6710.5,6873.399902,6710.5,6753.700195,650098300,6753.700195
6784.899902,6784.899902,6625.200195,6710.5,801430000,6710.5
6804.600098,6870.200195,6734.200195,6784.899902,662176500,6784.899902
6984.399902,7037.600098,6785.200195,6804.600098,759771600,6804.600098
7031.700195,7069.899902,6930.299805,6984.399902,776353700,6984.399902
6960.5,7061.700195,6931.600098,7031.700195,680959100,7031.700195
7046.799805,7083.700195,6884.600098,6960.5,747055300,6960.5
6986,7053.200195,6810.100098,7046.799805,1058685300,7046.799805
7070.700195,7122.700195,6906.200195,6986,797556200,6986
6994.600098,7105.100098,6994.600098,7070.700195,707232100,7070.700195
7089.799805,7119.399902,6979.299805,6994.600098,702515100,6994.600098
6833.5,7095.399902,6833.5,7089.799805,767538900,7089.799805
6855,6914.600098,6765.100098,6833.5,729026600,6833.5
7022.5,7065.100098,6839.899902,6855,739053000,6855
6740.600098,7024.200195,6740.600098,7022.5,888864600,7022.5
6911.799805,6911.799805,6693.799805,6740.600098,772186600,6740.600098
6946.700195,6974.299805,6862.899902,6911.799805,770225900,6911.799805
6915.200195,6967.200195,6885.899902,6946.700195,774763300,6946.700195
6873.5,6921.299805,6819.799805,6915.200195,622421100,6915.200195
6853.399902,6887.600098,6778,6873.5,712359700,6873.5
6749.399902,6886.299805,6732,6853.399902,762168500,6853.399902
6832.799805,6865,6749.399902,6749.399902,721860000,6749.399902
6550.299805,6841.700195,6548,6832.799805,765578900,6832.799805
6501.100098,6558.799805,6298.200195,6550.299805,806586800,6550.299805
6547.799805,6580.799805,6328.600098,6501.100098,761380800,6501.100098
6609.899902,6652,6510.600098,6547.799805,295355000,6547.799805
6545.299805,6621,6545.299805,6609.899902,372465300,6609.899902
6300.600098,6566.899902,6144.700195,6545.299805,976219900,6545.299805
6742.799805,6742.799805,6297.399902,6300.600098,741750000,6300.600098
6722.600098,6753.200195,6637.399902,6742.799805,693673000,6742.799805
6750.799805,6765,6667.100098,6722.600098,706236700,6722.600098
6654.399902,6773.100098,6616.100098,6750.799805,695872000,6750.799805
6567.200195,6654.399902,6566.799805,6654.399902,678465600,6654.399902
6546.5,6608.200195,6444.899902,6567.200195,772697100,6567.200195
6388.700195,6553.399902,6336.100098,6546.5,832371200,6546.5
6310.299805,6430.299805,6229.399902,6388.700195,773072200,6388.700195
6340,6405,6072.700195,6310.299805,1123679900,6310.299805
6527.899902,6588.299805,6328.399902,6340,833077300,6340
6649.399902,6658.899902,6446.399902,6527.899902,758894100,6527.899902
6837.899902,6838.399902,6615.100098,6649.399902,749731500,6649.399902
6807,6876,6748.100098,6837.899902,783016800,6837.899902
6855.100098,6857.5,6764.899902,6807,624305700,6807
6819.799805,6904.899902,6798.299805,6855.100098,636998300,6855.100098
6775.299805,6831.200195,6775.299805,6819.799805,559649900,6819.799805
6689.100098,6784.600098,6689.100098,6775.299805,467551000,6775.299805
6567.399902,6742.799805,6567.399902,6689.100098,505718500,6689.100098
6679.200195,6715.600098,6528.700195,6567.399902,610107400,6567.399902
6791.600098,6833.700195,6624.700195,6679.200195,672875000,6679.200195
6749.5,6830.799805,6715.799805,6791.600098,560317800,6791.600098
