Date,Open,High,Low,Close,Volume,Adj Close
2016-02-22,240.30,248.10,240.10,247.60,2851400,247.60
2016-02-15,225.00,247.20,220.54,238.60,5102700,238.60
2016-02-08,244.30,244.90,208.50,220.40,7466700,220.40
2016-02-01,248.20,248.20,220.30,242.50,8250800,242.50
2016-01-25,234.40,247.30,218.20,246.50,6703300,246.50
2016-01-18,226.30,236.50,214.70,232.10,5815500,232.10
2016-01-11,248.90,254.50,222.50,226.40,6973800,226.40
2016-01-04,285.40,287.485,244.80,249.30,8936700,249.30
2015-12-29,290.00,292.50,284.40,289.40,2471100,276.538
2015-12-21,286.50,294.60,284.90,290.00,2857200,277.111
2015-12-14,287.50,301.60,280.30,287.30,5073900,274.531
2015-12-07,305.10,309.90,283.90,286.30,5471300,273.576
2015-11-30,326.50,334.80,298.40,304.00,6379500,290.489
2015-11-23,341.50,347.80,333.80,334.80,2473400,319.92
2015-11-16,321.80,347.10,319.00,345.30,3125700,329.953
2015-11-09,351.00,361.70,319.50,323.70,3825900,309.313
2015-11-02,346.40,372.80,343.56,347.60,3675400,332.151
2015-10-26,376.00,376.60,345.10,346.70,4884400,331.291
2015-10-19,344.10,354.80,328.10,351.40,3124600,335.782
2015-10-12,348.50,352.108,329.70,344.40,4391700,329.093
2015-10-05,311.90,350.80,308.90,349.00,5038800,333.489
2015-09-28,306.20,308.50,288.80,306.50,4768800,292.878
2015-09-21,328.60,330.00,300.90,306.30,4031600,292.687
2015-09-14,317.30,339.861,307.98,331.20,6228600,316.48
2015-09-07,309.10,329.90,307.08,316.80,3868500,302.72
2015-08-31,318.90,319.90,304.00,306.70,5026000,293.069
2015-08-24,303.70,318.90,291.90,318.90,6467100,304.727
2015-08-17,342.80,345.00,313.10,313.60,4211500,299.662
2015-08-10,350.00,352.60,338.00,341.90,5107100,326.704
2015-08-03,365.10,367.00,346.60,351.10,5640500,335.496
2015-07-27,364.80,371.60,356.20,364.00,6015400,347.822
2015-07-20,409.30,415.09,361.90,365.00,6059200,348.778
2015-07-13,407.40,411.20,399.70,410.10,2960000,391.873
2015-07-06,399.00,405.30,381.00,403.60,4817200,385.662
2015-06-29,405.70,413.90,400.00,401.00,4543000,383.178
2015-06-22,413.30,423.30,409.50,417.80,3548900,399.231
2015-06-15,415.30,417.029,399.20,407.00,3906300,388.911
2015-06-08,423.20,429.30,413.80,416.90,3618400,398.371
2015-06-01,448.40,448.90,420.50,421.40,3441400,402.671
2015-05-25,448.50,455.60,445.20,446.60,4332200,426.751
2015-05-18,434.80,451.00,428.00,448.50,3789800,428.567
2015-05-11,446.00,454.921,431.10,433.50,4930300,414.233
2015-05-04,463.10,464.50,421.00,451.80,6973300,424.421
2015-04-27,476.00,479.293,459.50,463.10,6138300,435.036
2015-04-20,483.70,491.70,473.30,473.60,3746700,444.90
2015-04-13,507.00,509.639,478.90,480.80,5989900,451.663
2015-04-06,464.90,507.50,459.50,507.50,4050200,476.745
2015-03-30,470.10,473.10,456.00,464.90,2941500,436.727
2015-03-23,476.00,483.50,449.411,465.00,2784900,436.821
2015-03-16,454.70,478.80,452.72,475.60,4012200,446.779
2015-03-09,458.30,461.20,440.80,451.30,4356300,423.951
2015-03-02,465.00,473.00,455.70,459.00,4957400,431.185
2015-02-23,469.80,479.70,464.30,468.60,3428200,440.203
2015-02-16,450.30,467.40,449.68,467.40,4141600,439.075
2015-02-09,439.40,450.80,433.50,448.90,2912600,421.697
2015-02-02,439.00,444.50,419.90,440.90,5758200,414.181
2015-01-26,442.50,454.00,429.419,437.70,3390400,411.175
2015-01-19,408.10,445.00,406.20,444.00,5933700,417.094
2015-01-12,422.50,427.90,395.60,407.90,4786200,383.181
2015-01-05,431.90,443.90,410.60,421.90,5622100,396.333
2014-12-29,434.70,440.00,420.50,433.40,1938100,407.136
2014-12-22,429.80,449.71,428.70,435.30,1132100,408.921
2014-12-15,407.80,437.80,391.80,429.30,6484800,403.284
2014-12-08,465.60,466.90,410.00,410.00,4549500,385.154
2014-12-01,448.40,481.735,445.60,467.70,4980400,428.088
2014-11-24,454.40,460.00,448.10,449.90,4034300,411.795
2014-11-17,439.00,455.80,436.50,455.20,3447000,416.647
2014-11-10,443.90,456.10,423.40,441.60,4228900,404.198
2014-11-03,432.90,449.10,428.00,442.70,3731600,405.205
2014-10-27,414.10,434.90,399.60,434.00,4439100,397.242
2014-10-20,405.10,415.90,401.80,411.50,3550500,376.648
2014-10-13,392.00,405.20,387.30,405.00,7595400,370.698
2014-10-06,391.80,402.00,389.70,396.00,5498600,362.461
2014-09-29,407.00,410.00,383.40,390.10,6972900,357.06
2014-09-22,430.70,431.548,394.90,399.50,5256200,365.664
2014-09-15,431.30,445.10,420.827,430.70,4042200,394.222
2014-09-08,444.50,446.20,411.40,432.20,2906200,395.595
2014-09-01,435.70,449.90,432.20,446.40,2958700,408.592
2014-08-25,431.80,437.20,429.30,434.40,3782600,397.608
2014-08-18,430.70,439.60,427.60,431.80,2228100,395.228
2014-08-11,409.60,431.90,407.90,426.20,1698000,390.103
2014-08-04,418.50,425.30,402.10,405.30,3719700,370.973
2014-07-28,448.30,448.40,408.856,414.30,5516400,379.211
2014-07-21,454.40,465.70,447.60,459.40,2619000,420.491
2014-07-14,454.70,460.80,445.50,452.90,2377300,414.541
2014-07-07,460.00,464.10,442.50,452.10,3036900,413.809
2014-06-30,448.50,463.30,444.30,461.20,3514200,422.138
2014-06-23,442.90,448.80,432.90,447.40,2807300,409.507
2014-06-16,438.00,454.40,434.00,441.60,3485800,404.198
2014-06-09,461.90,462.00,436.30,439.00,2757200,401.819
2014-06-02,447.10,463.40,436.00,462.00,3095000,422.871
2014-05-26,439.92,451.20,439.60,445.10,2913800,407.402
2014-05-19,418.60,443.00,416.00,439.92,3193800,402.661
2014-05-12,443.70,450.50,406.55,417.60,4186900,382.231
2014-05-05,445.90,445.90,413.50,442.80,3293100,399.015
2014-04-28,436.20,447.80,433.20,445.90,2086200,401.808
2014-04-21,436.80,447.50,430.20,435.00,1908800,391.986
2014-04-14,430.00,437.40,417.50,436.80,2068000,393.608
2014-04-07,435.30,449.26,428.70,432.00,4260800,389.283
2014-03-31,397.50,442.552,380.00,441.60,8219900,397.934
2014-03-24,363.60,401.90,360.76,395.30,6457800,356.212
2014-03-17,367.60,382.30,362.90,363.30,6212300,327.376
2014-03-10,380.10,386.533,364.00,365.00,5711200,328.908
2014-03-03,381.90,391.16,371.60,381.50,5886900,343.776
2014-02-24,389.60,393.40,377.40,390.60,6593800,351.977
2014-02-17,401.70,401.976,378.70,388.50,6708400,350.084
2014-02-10,423.20,433.00,399.791,401.40,7614700,361.709
2014-02-03,389.90,420.50,375.00,419.80,9172400,378.289
2014-01-27,398.00,423.40,386.10,390.80,5666800,352.157
2014-01-20,437.50,439.30,385.80,397.30,6202800,358.014
2014-01-13,468.00,472.00,425.10,439.00,5194900,395.591
2014-01-06,488.00,498.20,440.70,455.40,4618200,410.369
2013-12-30,487.20,500.00,482.55,488.30,1868400,440.016
2013-12-23,467.40,490.30,467.30,485.60,826500,437.583
2013-12-16,455.60,474.018,445.80,465.30,2812300,419.29
2013-12-09,470.30,476.10,444.30,456.10,2923100,411.00
2013-12-02,483.40,490.40,450.60,467.10,3535700,420.912
2013-11-25,479.10,494.60,477.10,492.30,2781800,433.43
2013-11-18,472.30,494.60,470.70,475.40,7128200,418.551
2013-11-11,424.00,441.20,403.60,426.80,4464800,375.762
2013-11-04,442.90,454.20,414.10,422.20,3736300,371.713
2013-10-28,460.30,463.00,438.10,440.40,3257900,387.736
2013-10-21,417.50,461.70,414.444,459.10,4994400,404.20
2013-10-14,393.10,417.00,388.686,415.00,3165400,365.374
2013-10-07,375.50,394.40,366.90,393.40,2785600,346.356
2013-09-30,380.40,386.40,371.50,377.40,3021800,332.27
2013-09-23,396.00,401.00,380.70,386.90,2920600,340.634
2013-09-16,380.00,399.90,360.80,387.30,5677400,340.986
2013-09-09,373.00,386.30,369.00,377.80,3454700,332.622
2013-09-02,358.40,372.60,356.60,370.60,4269000,326.283
2013-08-26,366.70,381.927,342.60,352.20,4476500,310.083
2013-08-19,382.30,386.20,351.20,366.70,8017600,322.849
2013-08-12,387.50,388.238,371.00,380.60,4674200,335.087
2013-08-05,385.30,391.60,377.95,387.90,4364200,341.514
2013-07-29,400.20,406.50,366.70,385.40,5197100,339.313
2013-07-22,413.70,416.00,401.20,407.80,2584900,359.034
2013-07-15,415.90,416.90,393.30,413.30,4462600,363.877
2013-07-08,391.10,421.50,385.20,413.90,4310200,364.405
2013-07-01,389.40,398.80,369.20,387.30,4409700,340.986
2013-06-24,364.10,390.40,345.70,382.80,5459600,337.024
2013-06-17,399.10,408.80,364.127,364.20,5987000,320.648
2013-06-10,415.00,417.10,380.10,396.30,7669900,348.91
2013-06-03,461.80,469.308,400.10,415.70,5592500,365.99
2013-05-27,479.10,492.20,460.40,466.00,2829800,410.275
2013-05-20,471.00,486.90,462.80,479.10,4239600,421.808
2013-05-13,464.20,480.00,455.80,470.00,2477200,413.797
2013-05-06,459.60,468.80,456.65,464.80,2572100,409.218
2013-04-29,433.00,462.908,430.10,459.60,6335400,398.876
2013-04-22,401.50,422.80,395.30,417.10,3309100,361.991
2013-04-15,423.50,424.20,396.60,400.30,3073000,347.411
2013-04-08,400.10,426.60,399.20,422.60,5523000,366.765
2013-04-01,429.20,437.50,395.30,397.10,3722200,344.634
2013-03-25,420.00,436.70,411.80,429.20,4023800,372.493
2013-03-18,406.70,423.40,402.094,409.00,3654000,354.961
2013-03-11,428.30,433.00,411.094,411.30,4319300,356.958
2013-03-04,430.00,438.30,425.60,430.10,3222200,373.274
2013-02-25,438.10,439.40,420.977,430.00,3469400,373.187
2013-02-18,428.30,442.37,423.70,435.10,3103500,377.613
2013-02-11,403.50,434.00,398.20,428.00,4506900,371.451
2013-02-04,406.90,413.363,400.50,403.70,4168000,350.362
2013-01-28,415.50,426.407,400.037,406.30,4286000,352.618
2013-01-21,394.40,415.40,392.00,415.40,3328500,360.516
2013-01-14,391.50,402.70,382.144,393.90,5140900,341.857
2013-01-07,384.20,391.80,372.50,391.50,2593000,339.774
2012-12-31,363.40,384.20,362.80,383.40,1745600,332.744
2012-12-24,367.50,370.00,364.70,367.20,710000,318.684
2012-12-17,345.00,370.44,344.40,365.70,4023800,317.382
2012-12-10,341.10,345.00,339.00,344.50,4815000,298.983
2012-12-03,337.80,340.90,331.20,340.90,3472500,295.859
2012-11-26,345.90,353.00,326.814,338.00,5636900,287.18
2012-11-19,333.20,343.30,332.50,342.70,3118700,291.174
2012-11-12,333.00,342.40,329.80,330.20,2726200,280.553
2012-11-05,334.30,342.50,329.70,334.10,2607500,283.867
2012-10-29,319.50,346.00,319.24,336.80,3422700,286.161
2012-10-22,326.20,329.50,317.80,319.90,3154700,271.802
2012-10-15,326.10,336.30,325.20,325.80,4343700,276.815
2012-10-08,319.60,328.60,318.90,326.90,3626200,277.749
2012-10-01,309.90,322.00,309.90,322.00,2976100,273.586
2012-09-24,305.60,313.00,304.60,311.10,3506600,264.325
2012-09-17,302.00,309.80,298.00,308.50,3660200,262.116
2012-09-10,285.90,304.80,285.40,303.30,3888700,257.698
2012-09-03,277.00,290.80,276.80,287.90,2615900,244.613
2012-08-27,276.00,280.50,270.90,278.70,1915400,236.796
2012-08-20,281.30,282.90,274.40,276.00,1500100,234.502
2012-08-13,270.40,282.40,269.00,281.60,2716000,239.26
2012-08-06,263.90,271.936,263.60,270.30,2483200,229.659
2012-07-30,264.90,267.00,255.40,264.70,2850100,224.901
2012-07-23,249.00,264.90,240.90,264.20,5220600,224.476
2012-07-16,259.80,260.70,246.60,251.20,3436600,213.431
2012-07-09,260.20,261.90,253.60,258.80,7199300,219.888
2012-07-02,259.80,265.60,250.90,259.60,23014200,220.568
2012-06-25,251.50,261.032,245.00,259.70,3855200,220.653
2012-06-18,253.20,260.30,246.898,254.10,3642400,215.895
2012-06-11,253.60,255.40,244.40,249.40,7149300,211.902
2012-06-04,237.30,253.20,237.30,248.80,2525200,211.392
2012-05-28,241.20,246.40,232.70,237.30,14842700,201.621
2012-05-21,241.50,243.40,236.40,240.10,3645200,204.00
2012-05-14,259.40,260.072,241.10,241.10,5468000,204.85
2012-05-07,274.90,274.90,254.80,261.00,3690300,221.758
2012-04-30,282.00,287.80,272.70,274.90,3606600,229.331
2012-04-23,276.00,276.10,268.10,274.00,3509600,228.58
2012-04-16,263.50,277.80,262.60,277.80,4288300,231.75
2012-04-09,257.30,268.00,252.50,263.90,2712900,220.154
2012-04-02,255.90,272.80,255.40,257.30,3152100,214.648
2012-03-26,255.00,267.40,253.40,257.00,3907100,214.398
2012-03-19,253.90,255.80,244.878,249.90,3516800,208.475
2012-03-12,248.90,262.70,248.90,253.40,10089600,211.395
2012-03-05,245.80,251.90,238.00,250.10,4001500,208.642
2012-02-27,248.80,256.50,234.90,248.30,6598600,207.14
2012-02-20,263.60,264.50,239.76,247.30,37646700,206.306
2012-02-13,262.80,267.10,257.213,262.40,3328000,218.903
2012-02-06,251.60,261.70,247.70,260.60,2549100,217.401
2012-01-30,240.70,253.43,234.00,252.60,2975800,210.727
2012-01-23,234.90,244.90,234.00,243.10,3081800,202.802
2012-01-16,220.90,234.50,217.30,233.80,2321400,195.044
2012-01-09,217.90,225.70,213.80,222.10,1078600,185.283
2012-01-02,212.00,221.00,212.00,216.60,1179700,180.695
