Date,Open,High,Low,Close,Volume,Adj Close
2016-02-22,1841.50,1866.00,1839.50,1859.00,2662900,1836.40
2016-02-15,1775.00,1839.50,1762.50,1828.50,3454700,1806.271
2016-02-08,1806.00,1814.00,1724.50,1758.00,5344700,1736.628
2016-02-01,1889.00,1920.00,1794.50,1796.50,5809000,1774.66
2016-01-25,1857.50,1885.00,1819.50,1884.50,6490800,1861.59
2016-01-18,1791.00,1866.00,1768.00,1857.50,4618400,1834.918
2016-01-11,1810.00,1861.00,1764.00,1791.00,4934800,1769.227
2016-01-04,1850.00,1850.50,1795.37,1810.00,3712800,1787.996
2015-12-28,1856.50,1890.50,1845.48,1856.50,1505900,1833.93
2015-12-21,1799.50,1874.00,1792.00,1856.50,1891900,1833.93
2015-12-14,1809.50,1862.00,1796.00,1807.50,4440700,1785.526
2015-12-07,1897.00,1918.00,1801.50,1806.50,3141800,1784.538
2015-11-30,1920.00,1950.19,1883.50,1891.00,3299900,1868.011
2015-11-23,1923.50,1935.31,1881.00,1924.50,2516200,1901.104
2015-11-16,1838.00,1935.00,1834.00,1928.00,3231000,1904.561
2015-11-09,1884.00,1919.50,1843.00,1848.50,3452800,1826.028
2015-11-02,1868.00,1908.00,1863.00,1882.50,2746500,1859.614
2015-10-26,1856.50,1891.50,1849.00,1878.50,3250000,1855.663
2015-10-19,1839.50,1876.10,1835.98,1858.50,3021100,1835.906
2015-10-12,1830.00,1849.50,1805.65,1836.50,3405300,1814.173
2015-10-05,1805.00,1843.09,1786.00,1831.00,3825300,1808.74
2015-09-28,1752.00,1805.50,1708.00,1782.50,4503100,1760.83
2015-09-21,1767.50,1795.00,1705.00,1750.00,5119000,1728.725
2015-09-14,1717.50,1792.00,1708.50,1764.50,5140000,1743.049
2015-09-07,1716.50,1759.50,1695.50,1716.00,2853700,1695.138
2015-08-31,1730.00,1732.20,1678.50,1697.50,3971900,1676.863
2015-08-24,1650.00,1749.78,1592.50,1730.00,7888100,1708.968
2015-08-17,1788.50,1790.00,1684.50,1684.50,4391200,1664.021
2015-08-10,1835.00,1835.02,1751.00,1775.50,5544100,1753.915
2015-08-03,1785.50,1844.50,1782.50,1827.00,5715700,1769.303
2015-07-27,1851.00,1861.00,1788.50,1789.50,5543500,1732.988
2015-07-20,1933.50,1945.37,1858.00,1860.00,3498500,1801.261
2015-07-13,1939.50,1964.38,1918.50,1938.50,3263100,1877.282
2015-07-06,1864.00,1928.00,1856.50,1925.50,3762700,1864.693
2015-06-29,1866.50,1899.50,1829.50,1887.00,4616500,1827.408
2015-06-22,1897.00,1952.13,1872.50,1899.00,5252600,1839.03
2015-06-15,1899.00,1908.50,1847.50,1879.00,6429600,1819.661
2015-06-08,1909.50,1920.23,1852.50,1896.50,9001500,1836.609
2015-06-01,1814.50,1832.00,1750.50,1760.50,5427900,1704.903
2015-05-25,1813.50,1845.00,1796.36,1815.50,4167900,1758.167
2015-05-18,1788.00,1828.50,1773.50,1813.50,3722900,1756.23
2015-05-11,1785.00,1829.13,1745.50,1786.00,3820000,1729.598
2015-05-04,1815.00,1850.00,1751.67,1791.00,4615400,1734.44
2015-04-27,1878.00,1879.50,1785.50,1815.00,4356200,1757.682
2015-04-20,1886.00,1892.17,1848.00,1870.50,4039600,1811.43
2015-04-13,1930.50,1979.50,1867.50,1876.50,5726500,1817.24
2015-04-06,1890.50,1940.50,1890.50,1938.50,3572000,1877.282
2015-03-30,1921.50,1932.50,1845.87,1890.50,3662000,1830.798
2015-03-23,1922.50,1979.00,1882.00,1895.00,4782800,1835.156
2015-03-16,1867.00,1978.50,1853.50,1924.00,5428400,1863.24
2015-03-09,1929.00,1929.00,1842.00,1864.00,4625800,1805.135
2015-03-02,1926.50,1951.50,1893.12,1928.50,3256200,1867.598
2015-02-23,1892.00,1947.00,1886.50,1935.50,4465100,1874.377
2015-02-16,1843.00,1897.00,1826.50,1886.00,4648900,1806.115
2015-02-09,1906.50,1911.50,1832.00,1837.00,4309800,1759.19
2015-02-02,1970.00,1982.00,1894.00,1909.00,4468400,1828.141
2015-01-26,1967.50,2055.00,1926.55,1970.00,6711200,1886.557
2015-01-19,1887.00,1975.50,1881.50,1969.50,3795900,1886.078
2015-01-12,1827.50,1898.50,1811.50,1891.50,4194400,1811.382
2015-01-05,1824.50,1855.00,1734.22,1823.50,5465600,1746.262
2014-12-29,1862.00,1875.00,1811.00,1829.00,1186200,1751.529
2014-12-22,1836.00,1882.00,1834.00,1864.50,1123300,1785.525
2014-12-15,1829.50,1847.00,1755.00,1835.00,6758400,1757.275
2014-12-08,1966.00,1971.41,1822.36,1823.50,4172500,1746.262
2014-12-01,1975.00,2001.50,1931.50,1971.00,3650800,1887.514
2014-11-24,1920.00,1988.00,1882.54,1981.00,4313000,1897.091
2014-11-17,1874.50,1924.00,1845.54,1920.00,4071900,1838.675
2014-11-10,1830.50,1892.50,1828.50,1885.50,3343400,1805.636
2014-11-03,1846.00,1857.50,1803.00,1824.00,3869900,1746.741
2014-10-27,1786.50,1847.50,1767.50,1838.00,3529700,1760.148
2014-10-20,1754.50,1777.50,1720.00,1771.50,4628900,1696.465
2014-10-13,1720.00,1770.00,1689.50,1748.00,6446500,1673.96
2014-10-06,1757.50,1770.05,1726.00,1729.50,3276800,1656.244
2014-09-29,1761.50,1794.00,1736.50,1744.00,5463700,1670.129
2014-09-22,1825.00,1827.50,1759.00,1768.00,3683100,1693.113
2014-09-15,1838.00,1875.50,1805.50,1826.00,5327100,1748.656
2014-09-08,1811.00,1845.50,1795.00,1812.50,3951800,1735.728
